created_at,source,original_text,polarity,subjectivity,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,place,hashtags_in_tweets,screen_name
2021-06-18 20:21:54+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",south africa has recorded        new #coronavirus cases bringing the total to            the department of health has also reported     more deaths  bringing the total to         ,0.1590909090909091,0.6136363636363636,39,32,pandy_ru,4077,775,False,#coronavirus,south africa,#coronavirus,@sabc news
2021-06-18 20:21:58+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">twitter web app</a>",  big news    up to        may have been killed by the covid vaccine   i bet that this is a lower bound on the number killed by the  safe and effective  vaccines  why isn t anyone at the cdc or fda warning the american public of the danger in the meantime  ,0.0999999999999999,0.2095238095238095,794,449,johnmarcmail,3033,4996,False, ,uk, ,@steve kirsch
2021-06-18 20:22:02+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">vaccine finder</a>",pin code           bmcc deenanath hospital pvt vaccines  covishield  min age limit           dose  capacity          ,-0.75,1.0,0,0,puneupdater,88,0,False, , , , 
2021-06-18 20:22:02+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">vaccine finder</a>",pin code           bsm deenanath hosp pvt pmc vaccines  covishield  min age limit           dose  capacity          ,-0.75,1.0,0,0,puneupdater,88,0,False, , , , 
2021-06-18 20:22:14+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">twitter for ipad</a>", can i be fired if i don t get vaccinated      can i ask my employee to get vaccinated     these were some questions people around me were debating  so i asked experts about #vaccines and the workplace   #covid    torontostar,0.0,0.0,17,9,theresaboyle,22394,3673,False, ,"toronto, ontario, canada","#vaccines, #covid",@joanna chiu
2021-06-18 20:22:21+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">twitter web app</a>", city press south africa #ministerhealth stealing #covid   funds justintrudeau  swedishpm  finlandun  rterdogan  ,0.0,0.0,0,0,savetheworldsa1,388,556,False,"#ministerhealth, #ministerhealth", ,"#ministerhealth, #covid", 
2021-06-18 20:22:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",any politician promoting lockdowns  mask mandates  amp  vaccines as a solution to covid    are in full support of un agenda    and the coming one world government  a new world order ,0.2431818181818181,0.5022727272727273,60,22,kingofwrong,4203,4410,False, ,city of london, ,@artemis 2030 🇦🇺
2021-06-18 20:22:31+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>", africa is in the midst of a full blown third wave    moetitshidi said   the sobering trajectory of surging cases should draw everyone to urgent action     we ve seen  in india and elsewhere  how quickly covid    can rebound and overwhelm health systems  ,0.1444444444444444,0.1999999999999999,279,254,kenecia__,158,368,False, , , ,"@telegraph global health security, @telegraph global health security"
2021-06-18 20:22:40+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",you can get a #covid   vaccine and other vaccines  including flu and shingles  at the same visit  you no longer need to wait    days between vaccines  side effects are the same if vaccines are given alone or together     more about vaccine timing   ,0.09375,0.28125,150,94,catherinezhang,414,1232,False,#covid19, ,#covid,@cdc
2021-06-18 20:22:41+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">twitter web app</a>",tonight  we reached the          mark  as another        #covid   vaccines touched down in nadi  these form part of the   million committed safe  amp  effective    made #astrazeneca vaccines to our    #vuvale  vinaka to all who help make this happen  #teamfiji #togetherwecan ,0.3148148148148148,0.5296296296296297,254,64,nasawanakid,19,501,False,#covid19,savusavu  fiji,"#covid, #astrazeneca, #vuvale, #teamfiji, #togetherwecan",@john feakes
2021-06-18 20:22:46+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",any politician promoting lockdowns  mask mandates  amp  vaccines as a solution to covid    are in full support of un agenda    and the coming one world government  a new world order ,0.2431818181818181,0.5022727272727273,61,23,jacoslapbass,213,1333,False, , , ,@artemis 2030 🇦🇺
2021-06-18 20:23:05+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",africa is in the midst of a full blown third wave  the sobering trajectory of surging cases should rouse everyone into urgent action    we ve seen in india and elsewhere just how quickly #covid   can rebound and overwhelm health systems ,0.1958333333333333,0.2875,135,119,sfplouise,2838,5005,False, ,"south west, england",#covid,@dr matshidiso moeti
2021-06-18 20:23:07+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",dr moeti is head of who in africa  and one of the best public health experts and leaders i know  hers is a desperate request for vaccines to africa  we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa ,0.1333333333333333,0.4555555555555555,393,191,alisoncarrick1,954,1450,False, ,european union, ,@anthony costello
2021-06-18 20:23:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",dr moeti is head of who in africa  and one of the best public health experts and leaders i know  hers is a desperate request for vaccines to africa  we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa ,0.1333333333333333,0.4555555555555555,394,192,sfplouise,2838,5005,False, ,"south west, england", ,@anthony costello
2021-06-18 20:23:22+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>", africa needs millions more doses here  amp  now to curb the third wave    in the midst of a third wave of #covid   cases in #africa  dr  moetitshidi calls out for much needed covid    vaccine doses during this critical time  ,0.125,0.325,72,59,hesperusthinks,388,848,False,#covid19, ,"#covid, #africa",@who african region
2021-06-18 20:23:27+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",      people are free to believe that #covid   is a hoax  and to argue that vaccines are a plot   but there is no constitutional right to put other people s health at risk  as such  there are places where you should not work unless you are vaccinated    ,0.1401785714285714,0.5526785714285715,214,46,lesliemaggie,4351,4968,False,#covid19, ,#covid,@nathan stall
2021-06-18 20:23:35+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">twitter web app</a>",rt  shawajason  liars  you tried to load off your expired vaccines  just another war crime by israel   ,0.0,0.0,180,116,professor_hess,117,948,False, ,san diego via phila, ,@j. shawa  جاسم الشوا
2021-06-18 20:23:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",rt  missmaleka    what presentation style is this ,0.0,0.0,1,2,augo_theduchess,864,257,False, ,"pretoria, south africa", ,@old soul
2021-06-18 20:23:40+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",dr moeti is head of who in africa  and one of the best public health experts and leaders i know  hers is a desperate request for vaccines to africa  we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa ,0.1333333333333333,0.4555555555555555,394,193,hesperusthinks,388,848,False, , , ,@anthony costello
2021-06-18 20:24:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",while we waited a long time to receive #covid   vaccines in #novascotia   the booking and rescheduling process is v  ,-0.05,0.4,0,0,queenofthebb,1926,2442,False,"#covid19, #covid19","halifax, nova scotia","#covid, #novascotia", 
2021-06-18 20:24:28+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",i feel incredibly blessed that i was able to receive both doses of the covid vaccine during my pregnancy  vaccines  ,0.7,0.7625,0,0,gold_dana,717,1460,False, ,"toronto, ontario", , 
2021-06-18 20:24:32+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",rt  givenkazeni  zweli please just release the graphic designers  what are these fireworks ,0.0,0.4,57,12,justtumomaqala,2255,2489,False, ,bloemfontein, ,@le’giza
2021-06-18 20:24:39+00:00,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">wordpress.com</a>",africa  a third wave of coronavirus infections hits africa ,0.0,0.0,0,0,news_centric1,12,5,False, ,nigeria, , 
2021-06-18 20:24:39+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">twitter for ipad</a>",i m pleased to welcome the #wecandothis bus to atlanta today  remember  there are   easy ways to find a #covid   vaccine near you      search     text your zip code to            call                ,0.5083333333333333,0.7833333333333333,810,269,gmaontherun,138,371,False,"#wecandothis, #wecandothis","ohio, usa","#wecandothis, #covid","@rochelle walensky, md, mph"
2021-06-18 20:24:43+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",      people are free to believe that #covid   is a hoax  and to argue that vaccines are a plot   but there is no constitutional right to put other people s health at risk  as such  there are places where you should not work unless you are vaccinated    ,0.1401785714285714,0.5526785714285715,215,47,marn_1966,291,410,False,#covid19,central ontario,#covid,@nathan stall
2021-06-18 20:24:43+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>", africa is  in the midst of a full blown third wave  of coronavirus  the head of  whoafro has warned  cases have risen across the continent by more than     and deaths have also risen by     in the last week   jriggers reports     ,0.1666666666666666,0.1888888888888888,580,644,seonaidsnail,1389,5002,False, ,la la land evidently, ,"@telegraph global health security, @telegraph global health security"
2021-06-18 20:24:58+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",          doses of #covid   vaccine have been administered citywide  including               first doses             ,0.25,0.3333333333333333,0,0,nycmayor,1519552,1365,False,#covid19,"new york, ny",#covid, 
2021-06-18 20:25:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",the impact of #covid   continues to be felt across #africa  how has the pandemic affected your organisation over th  ,0.0,0.0,0,0,wavegambia,251,168,False,"#covid19, #covid19",the gambia 🇬🇲,"#covid, #africa", 
2021-06-18 20:25:21+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">twitter web app</a>",covid vaccines in healthy young people poses an ethical question as well as a benefit risk question  is risk of myocarditis in your child worth it  for the greater good  to protect older people at risks groups already vaccinated  i cannot accept that it s a fair risk for children ,0.3958333333333332,0.4916666666666667,57,19,iobey10,946,1872,False, , , ,@drlizobrien
2021-06-18 20:25:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>", africa needs millions more doses here  amp  now to curb the third wave    in the midst of a third wave of #covid   cases in #africa  dr  moetitshidi calls out for much needed covid    vaccine doses during this critical time  ,0.125,0.325,73,60,jillardfaber,334,485,False,#covid19,drachten,"#covid, #africa",@who african region
2021-06-18 20:25:43+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",in a small convenience sample  #covid   mrna vaccines were immunogenic in pregnant and lactating women and induced immune responses against #sarscov  variants ,0.0416666666666666,0.45,31,22,sallyfereday,6267,498,False,#covid19,london,"#covid, #sarscov",@jama
2021-06-18 20:25:46+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",former pfizer vp and virologist  dr  michael yeadon  is one of the most credentialed medical professionals speaking out about the dangers of the #covid   vaccines  breaks down his  list of lies  that keeps him up at night  ,0.0861111111111111,0.1972222222222222,1581,900,mhedge76,31,134,False, , ,#covid,@the highwire
2021-06-18 20:25:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",the #gc provided an update on #covid   and #indigenous communities      first nations  inuit and territorial communities are rolling out vaccines  and more than         doses have been administered   #allinthistogether ,0.375,0.4166666666666666,4,4,johangreg,3707,1522,False,"#gc, #gc, #gc","calgary, alberta","#gc, #covid, #indigenous, #allinthistogether",@minister marc miller
2021-06-18 20:26:02+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">twitter web app</a>",#politics #religion #covid   #coronavirus #vaccines #radiation #fukushima  i found  used  ,0.0,0.0,0,0,johnny_weed,397,1560,False,"#politics, #politics, #politics, #politics, #politics, #politics, #politics",new york,"#politics, #religion, #covid, #coronavirus, #vaccines, #radiation, #fukushima", 
2021-06-18 20:26:17+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",ay man just open everything up  let s natural selection take its course,0.05,0.45,0,0,kg_nino,379,177,False, ,down south, , 
2021-06-18 20:26:27+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>", africa is in the midst of a full blown third wave    moetitshidi said   the sobering trajectory of surging cases should draw everyone to urgent action     we ve seen  in india and elsewhere  how quickly covid    can rebound and overwhelm health systems  ,0.1444444444444444,0.1999999999999999,281,255,jinxi_2,3969,4605,False, ,carolina belle in colorado, ,"@telegraph global health security, @telegraph global health security"
2021-06-18 20:26:32+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",hi jamaica   fyi cuba  the smallest latin america country has made   #covid   vaccines  two are in the final stages of their clinical trials and they ve administered over           doses already   who is going to give them approval before summer ends  give their embassy a call  ,0.0,1.0,1,1,rasbenjimassop1,1732,1604,False,#covid19, ,#covid,@#climatechange
2021-06-18 20:26:40+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",rt  tswana guy   digital vibes is whyling now ,0.0,0.0,1,2,sifistaz,904,2212,False, ,south africa, ,@champions of europe 🏆💙
2021-06-18 20:26:48+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">twitter web app</a>", africa is  in the midst of a full blown third wave  of coronavirus  the head of  whoafro has warned  cases have risen across the continent by more than     and deaths have also risen by     in the last week   jriggers reports     ,0.1666666666666666,0.1888888888888888,580,645,katappa29249880,0,0,False, , , ,"@telegraph global health security, @telegraph global health security"
2021-06-18 20:26:52+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",i think it s important that we don t sell covax short  it still has a lot going for it and is innovative in its design  but it needs more vaccines to share   we re hoping our low cost  texaschildrens recombinant protein covid   vaccine with  biological e will help fill some gaps,0.2799999999999999,0.6199999999999999,73,22,kasia_hp,8175,5490,False, ,"las vegas, nv", ,@prof peter hotez md phd
2021-06-18 20:26:56+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">twitter web app</a>",promising news from the  gavi #covax amc summit as they have exceeded today s fundraising target  this means more people in lower income countries will have greater access to life saving #covid   vaccines  the  gatesfoundation pledged an additional    m as well,0.3999999999999999,0.5,1096,140,michaelj341,159,435,False,#covax,"dallas, tx","#covax, #covid","@mark suzman, @mark suzman"
2021-06-18 20:27:11+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">twitter web app</a>",      people are free to believe that #covid   is a hoax  and to argue that vaccines are a plot   but there is no constitutional right to put other people s health at risk  as such  there are places where you should not work unless you are vaccinated    ,0.1401785714285714,0.5526785714285715,215,48,brianmacdonald5,603,2689,False,#covid19,toronto ontario,#covid,@nathan stall
2021-06-18 20:27:16+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">twitter web app</a>",rt  healthza     june      latest number of #covid   statistics in south africa #coronavirussa                              ,0.5,0.9,40,36,vaccinateallorg,3,89,False,"#covid19, #covid19", ,"#covid, #coronavirussa",@department of health
2021-06-18 20:27:19+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">twitter web app</a>",the  actaccelerator  an unprecedented global alliance to develop  amp  deliver the tests  treatments  amp  vaccines the   needs to fight #covid    marks its first anniversary today with a special report on its progress  amp  aims for          ,0.3017857142857142,0.4511904761904762,3966,747,michaelj341,159,435,False, ,"dallas, tx",#covid,"@world health organization (who), @world health organization (who)"
2021-06-18 20:28:01+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",how many days before it is upon us          we re still below    fully vaccinated  amp  some     partly vaccinated   ,0.5,0.5,0,0,hesperusthinks,388,848,False, , , , 
2021-06-18 20:28:16+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",this is happening now  we knew this was coming and have had months to scale up production    it s very difficult not to see lack of urgency in producing vaccines as profit over lives that could be saved  it s callous  cruel even  and will have profound inter generational impact ,-0.5222222222222223,1.0,10,7,grumpeoldman,5544,247,False, ,"bombay, india", ,@dr siva thambisetty
2021-06-18 20:28:23+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",you can get a #covid   vaccine and other vaccines  including flu and shingles  at the same visit  you no longer need to wait    days between vaccines  side effects are the same if vaccines are given alone or together     more about vaccine timing   ,0.09375,0.28125,151,95,cyngee01,67,317,False,#covid19, ,#covid,@cdc
2021-06-18 20:28:25+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",of the     tn they want to borrow only    bn is for vaccines  uganda etama ,0.0,1.0,0,0,ewaewa90,268,817,False, ,"kampala, uganda", , 
2021-06-18 20:28:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",i m pleased to welcome the #wecandothis bus to atlanta today  remember  there are   easy ways to find a #covid   vaccine near you      search     text your zip code to            call                ,0.5083333333333333,0.7833333333333333,813,270,chinwind1,426,126,False,"#wecandothis, #wecandothis",melbourne australia,"#wecandothis, #covid","@rochelle walensky, md, mph"
2021-06-18 20:28:56+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>", hhsgov secretary  xavierbecerra speaking to the work we have done  and the work we have left to continue fighting  ,0.0,0.0,0,0,stridechc,691,819,False, ,colorado, ,"@hhs.gov, @hhs.gov"
2021-06-18 20:29:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",          doses of #covid   vaccine have been administered citywide  including               first doses             second doses           single doses  vaccines   freedom  help us finish this fight          ,0.0595238095238095,0.1825396825396825,4,1,mwhalan,3998,4998,False,#covid19,kiama,#covid,@mayor bill de blasio
2021-06-18 20:29:00+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",africa is in the midst of a full blown third wave  the sobering trajectory of surging cases should rouse everyone into urgent action    we ve seen in india and elsewhere just how quickly #covid   can rebound and overwhelm health systems ,0.1958333333333333,0.2875,136,120,justsxbs,488,413,False, ,"fuck israel, free palestine",#covid,@dr matshidiso moeti
2021-06-18 20:29:05+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",dr moeti is head of who in africa  and one of the best public health experts and leaders i know  hers is a desperate request for vaccines to africa  we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa ,0.1333333333333333,0.4555555555555555,399,194,uksophism,3745,4803,False, , , ,@anthony costello
2021-06-18 20:29:08+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">twitter web app</a>",on international women s day  join me in celebrating some of the inspiring women who made #covid   vaccines possible  know their names and the work they ve done to get us to this point  drumroll please     #iwd    ,0.1666666666666666,0.6666666666666666,1621,275,michaelj341,159,435,False,#covid19,"dallas, tx","#covid, #iwd",@anita zaidi
2021-06-18 20:29:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",israel will deliver more than a million doses of #covid   vaccines to the palestinian authority to help it fight the corona pandemic   the  st delivery  consisting of         vaccines  was transfered to the pa friday afternoon through bitunia crossing  ,0.5,0.5,450,182,egrrienemr,940,779,False,#covid19,scotland,#covid,@israel foreign ministry
2021-06-18 20:29:12+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>", aipac will aipac tell the world that israel has sold expired vaccines to palestinians  which could have been disastrous to palestinians  making the covid   crisis far worse  leading to more palestinian deaths  #thisisisrael  ,-0.125,0.725,27,31,insightfulw0rds,11,29,False, , ,#thisisisrael,"@refaat🇵🇸, @refaat🇵🇸"
2021-06-18 20:29:20+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",ontario administered         #covid   vaccines so far today      were  nd doses   thousands of people are essential in making a big vaccine day like this happen  thank you to all involved    lake superior iii  by lawren harris  ,0.1599999999999999,0.4600000000000001,3251,210,applythepeppa,711,1264,False,#covid19, ,#covid,@isaac bogoch
2021-06-18 20:29:22+00:00,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">naattuvartha</a>",ontario administered         #covid   vaccines so far today      were  nd doses   thousands of people are essential in making a big vaccine day like this happen  thank you to all involved    lake superior iii  by lawren harris  ,0.1599999999999999,0.4600000000000001,3251,211,viralvideovlogs,6856,4582,False,#covid19,കേരളം,#covid,@isaac bogoch
2021-06-18 20:29:30+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",dr moeti is head of who in africa  and one of the best public health experts and leaders i know  hers is a desperate request for vaccines to africa  we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa ,0.1333333333333333,0.4555555555555555,399,195,burdish,1585,5000,False, , , ,@anthony costello
2021-06-18 20:29:56+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",africa is in the midst of a full blown third wave  the sobering trajectory of surging cases should rouse everyone into urgent action    we ve seen in india and elsewhere just how quickly #covid   can rebound and overwhelm health systems ,0.1958333333333333,0.2875,136,121,awasim04,77,121,False, ,"kolkata, india",#covid,@dr matshidiso moeti
2021-06-18 20:29:58+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">twitter web app</a>",please do your research first if you read or see something about vaccines or #covid   that sounds unusual   spreading disinfo means people won t get vaccinated out of fear   that will lead to more deaths   america s frontline doctors  not to be trusted    ,0.3166666666666666,0.611111111111111,20,17,hwilliams0085,955,2006,False,#covid19,northern california,#covid,@🌪dr.clare md ❤️🧡💛💚💙💜
2021-06-18 20:30:13+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",the timely delivery of #covid   vaccines is crucial    i welcome today s decision by the belgian court of first instance ordering #astrazeneca to urgently deliver    million doses to     as follows     million doses by    july     million by    august     million by    september ,0.35,0.7444444444444445,241,100,juanbi15,69,129,False,#covid19, ,"#covid, #astrazeneca",@stella kyriakides
2021-06-18 20:30:18+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",dirty deeds  new mask study s dirty secret  rock stars rebel   rise in chronic illness  covid vaccine injury puts ahmed s life on hold  dr  roger hodkinson s biggest concerns about covid vaccines   #masks #covid   #myocarditis #drhodkinson #delbigtree ,-0.3909090909090909,0.6886363636363637,478,285,mhedge76,31,134,False, , ,"#masks, #covid, #myocarditis, #drhodkinson, #delbigtree",@the highwire
2021-06-18 20:30:19+00:00,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">hootsuite inc.</a>",free covid    vaccines   riverside will be hosting a #covid   vaccine clinic on saturday  june     amp    th from    am  ,0.2,0.4,0,0,riverside,2611,975,False,#covid19,eastern virginia,#covid, 
2021-06-18 20:30:35+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",families who have been displaced from their homes have even less protection against #covid    #africa is on the brink of a third wave  #g  leaders must follow through on their promise of donating  bn #vaccines   immediately  ,-0.0833333333333333,0.0333333333333333,6,5,communist23,2073,5003,False,"#covid19, #covid19", ,"#covid, #africa, #vaccines",@shelterbox
2021-06-18 20:31:07+00:00,"<a href=""https://www.tumblr.com/"" rel=""nofollow"">tumblr</a>",covid     why brazil could have purchased and reserved vaccines even before sanitary agency approval  according to  ,0.0,0.0,0,0,allbrpolitics,225,106,False, ,brazil, , 
2021-06-18 20:31:24+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>", teeterbuilt  tysonjwhite  foxinsahara  blaimgame  muosabkhalaf  mehdirhasan israel will deliver more than a millio  ,0.5,0.5,0,0,derekmclellan2,138,848,False, ,"glasgow, scotland", ,"@nicklas teeters, @nicklas teeters, @nicklas teeters, @nicklas teeters, @nicklas teeters, @nicklas teeters"
2021-06-18 20:31:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",i m pleased to welcome the #wecandothis bus to atlanta today  remember  there are   easy ways to find a #covid   vaccine near you      search     text your zip code to            call                ,0.5083333333333333,0.7833333333333333,816,271,macchica26,1937,2217,False,"#wecandothis, #wecandothis","maple grove, mn","#wecandothis, #covid","@rochelle walensky, md, mph"
2021-06-18 20:31:41+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">twitter web app</a>",we are dying  ugandans need the world to stand with them  we need oxygen  ppes  #covid   vaccines and money to pay our over stretched health workers  world  we need each other    oxygen failure kills    covid patients at mulago   via  dailymonitor,-0.2364583333333333,0.3375,935,526,jaliam11,62,145,False,#covid19, ,#covid,@winnie byanyima
2021-06-18 20:31:53+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",#covid  sk update for june             vaccines administered     new cases     recoveries     in hospital  one new death   current   day average          per            full details    covid    dashboard   ,0.0945454545454545,0.4518181818181818,8,6,m_larock,1494,4762,False,#covid19sk,land of living skies & bannock,#covid,@government of saskatchewan
2021-06-18 20:31:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",psa   vaccines don t prevent infection  the goal is to minimize symptom severity and spread  you can still get infe  ,0.0,0.0,0,0,lyndsaylewellen,45,50,False, , , , 
2021-06-18 20:31:59+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",dr moeti is head of who in africa  and one of the best public health experts and leaders i know  hers is a desperate request for vaccines to africa  we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa ,0.1333333333333333,0.4555555555555555,401,196,awasim04,77,121,False, ,"kolkata, india", ,@anthony costello
2021-06-18 20:32:01+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">vaccine finder</a>",pin code           bsm deenanath hosp pvt pmc vaccines  covishield  min age limit           dose  capacity          ,-0.75,1.0,0,0,puneupdater,88,0,False, , , , 
2021-06-18 20:32:02+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">vaccine finder</a>",pin code           bmcc deenanath hospital pvt vaccines  covishield  min age limit           dose  capacity          ,-0.75,1.0,0,0,puneupdater,88,0,False, , , , 
2021-06-18 20:32:12+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">twitter web app</a>",in this interview  i discuss the possible lab origin of sars cov    the insanity of lockdowns  and how covid    vaccines are being forced on people  #sarscov  #covid   #lockdown #vaccines ,-0.15,0.6,6,3,ajividen73,300,963,False, , ,"#sarscov, #covid, #lockdown, #vaccines",@jeremy r. hammond
2021-06-18 20:32:33+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>",biocubafarma says phase   clinical trial results for #cuban #covid   #vaccines are due out in a few days  soberana    with and without booster  and abdala were tested in   k  volunteers in havana and eastern cuba   biocubafarma  finlayinstituto  cda dc  wola org  aperezriverol ,-0.1625,0.2375,68,40,cubareport,2813,1208,False,"#cuban, #cuban, #cuban","havana, cuba","#cuban, #covid, #vaccines",@gailreedmedicc
2021-06-18 20:32:42+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">twitter for android</a>",#fridayvaccinefacts  what is #bringingsummerback   bring summer back is a fun  flexible  community centered approach to providing safe and effective covid    vaccines to those     in nc    learn more at  ,0.38,0.4,12,5,patrickp_viking,305,117,False,"#fridayvaccinefacts, #fridayvaccinefacts","durham, nc","#fridayvaccinefacts, #bringingsummerback",@ncdhhs
2021-06-18 20:32:51+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">twitter for iphone</a>", africa needs millions more doses here  amp  now to curb the third wave    in the midst of a third wave of #covid   cases in #africa  dr  moetitshidi calls out for much needed covid    vaccine doses during this critical time  ,0.125,0.325,75,61,deaissata,2119,314,False,#covid19,banjul,"#covid, #africa",@who african region
